asin	fnsku	product_name	fulfillment_center	country_code	longest_side	median_side	shortest_side	measurement_units	weight	weight_units	item_volume	volume_units	product_size_tier	average_quantity_on_hand	average_quantity_pending_removal	estimated_total_item_volume	month_of_charge	storage_utilization_ratio	storage_utilization_ratio_units	base_rate	utilization_surcharge_rate	avg_qty_for_sus	est_vol_for_sus	est_base_msf	est_sus	currency	estimated_monthly_storage_fee	category	eligible_for_inventory_discount	qualifies_for_inventory_discount	total_incentive_fee_amount	breakdown_incentive_fee_amount	average_quantity_customer_orders
B0B2LQF334	X0025DRH3L	Oase CRYSTALSKIM 350	RMU1	ES	16.5	13.3	5.6	centimeters	0.4	kilograms	0.0012	cubic meters	Standard-Size	0.1	0.0	1.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.005	0.0	EUR	0.005	Others	N	N	0.0	--	0.0
B0CL29SKWL	X0025JC68V	Pfaff Bolso de Trasnporte Remalladora/Overlock	VLC1	ES	43.0	39.0	9.0	centimeters	2.0	kilograms	0.0151	cubic meters	Oversize	1.1	0.0	0.0166	2024-10	4.2	weeks	27.5	0.0	0.03	5.0E-4	0.4554	0.0	EUR	0.4554	Others	N	N	0.0	--	0.0
B07X658QCK	X0023F9D1Z	Crunch GPX2000.5-5-Kanal Verstärker | Endstufe	VLC1	ES	47.29	28.0	7.6	centimeters	4.25	kilograms	0.0101	cubic meters	Oversize	9.77	0.0	0.0984	2024-10	4.2	weeks	27.5	0.0	3.32	0.0334	2.7059	0.0	EUR	2.7059	Others	N	N	0.0	--	0.0
B00H99ZZFA	X001ZGRUGX	Alpine SWT-12S4 300W Negro - Subwoofer en Tubo Bass Reflex de 12“ (300 W, 28-200 Hz, 1000 W, 92 dB, 4 Ω, Negro)	VLC1	ES	73.0	39.5	39.5	centimeters	10.7	kilograms	0.1139	cubic meters	Oversize	1.35	0.0	0.1543	2024-10	4.2	weeks	27.5	0.0	0.06	0.0073	4.2443	0.0	EUR	4.2443	Others	N	N	0.0	--	0.0
B00C1NLBQG	X001Y7BE8D	Roca A801512004 Dama Senso - Asien Amorti, Blanco	VLC1	ES	51.99	38.38	6.2	centimeters	3.7	kilograms	0.0124	cubic meters	Oversize	1.23	0.0	0.014	2024-10	4.2	weeks	27.5	0.0	0.35	0.0044	0.3841	0.0	EUR	0.3841	Others	N	N	0.0	--	0.1
B0100YE862	X001NZ6QHF	RO+TEN - Busto semirrígida para mujer con tirantes y tirantes - M	VLC1	ES	48.1	25.4	8.6	centimeters	1.08	kilograms	0.0105	cubic meters	Oversize	10.0	0.0	0.1051	2024-10	4.2	weeks	27.5	0.0	10.0	0.1051	2.8905	0.0	EUR	2.8905	Others	N	N	0.0	--	0.0
B00ZMDKKOG	X001KEPNMD	Ro+Ten &ndash; Tracci&oacute;n cervical juego completo con bolsa de agua	VLC1	ES	49.0	15.0	9.0	centimeters	0.9	kilograms	0.0066	cubic meters	Oversize	0.58	0.0	0.0036	2024-10	4.2	weeks	27.5	0.0	0.35	0.0023	0.0998	0.0	EUR	0.0998	Others	N	N	0.0	--	0.03
B08X1B7MLJ	X0025U4TJJ	Enrollador eléctrico automático Singer	RMU1	ES	14.2	10.6	8.7	centimeters	0.27	kilograms	0.0013	cubic meters	Standard-Size	0.03	0.0	0.0	2024-10	4.1	weeks	42.37	0.0	0.03	0.0	0.0018	0.0	EUR	0.0018	Others	N	N	0.0	--	0.0
B001M4HS8U	X0025GJ0IN	Gymstick 300003E - Extensor de Pecho para Fitness (Holgado, Caucho, látex), Color Negro, Talla Strong	RMU1	ES	42.2	15.6	3.2	centimeters	0.18	kilograms	0.0021	cubic meters	Standard-Size	0.13	0.0	3.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0115	0.0	EUR	0.0115	Others	N	N	0.0	--	0.0
B08BLXRY4M	X0025DV82R	Deante; Grifo de la cocina CHABER (BGC_080M); Color: cromo	RMU1	ES	32.8	16.2	8.6	centimeters	1.17	kilograms	0.0046	cubic meters	Standard-Size	0.45	0.0	0.0021	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0874	0.0	EUR	0.0874	Others	N	N	0.0	--	0.0
B0B823S1NR	X0023AHEGL	Audio-Technica AT2020USB-X Micrófono USB de condensador cardioide	RMU1	ES	24.8	24.7	9.3	centimeters	0.94	kilograms	0.0057	cubic meters	Standard-Size	0.19	0.0	9.0E-4	2024-10	4.1	weeks	42.37	0.0	0.06	4.0E-4	0.0389	0.0	EUR	0.0389	Others	N	N	0.0	--	0.03
B00JVI0SM2	X00259GCEZ	BellaBambi original Cupping-Set trio: sensitive, blanco, + regular, morado, + intense, azul noche, diámetro34 mm	RMU1	ES	15.75	8.89	6.34	centimeters	0.14	kilograms	9.0E-4	cubic meters	Standard-Size	0.32	0.0	3.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0121	0.0	EUR	0.0121	Others	N	N	0.0	--	0.0
B081TCJS9X	X0024UMM6R	Eckerle EE600 Bomba de Condensados Ultra Compacta para Aire Acondicionados Hasta 7,5 KW Con Motor Suizo, Condensador Aire Acondicionado Con Sistema De Alarma Integrado, Caudal Máximo 6 L/H, 230V	RMU1	ES	20.0	19.0	6.0	centimeters	0.3	kilograms	0.0023	cubic meters	Standard-Size	1.29	0.0	0.0029	2024-10	4.1	weeks	42.37	0.0	0.06	1.0E-4	0.1246	0.0	EUR	0.1246	Others	N	N	0.0	--	0.0
B079T777W9	X00243Y4O7	Globus 8 electrodos para electroestimulador con conectores de enchufe, para electrodos Ecg, para electrodos tens, 1 paquete de 5 x 9 cm + 1 paquete de 5 x 5 Myotrode Premium, autoadhesivos	RMU1	ES	27.0	19.8	1.5	centimeters	0.06	kilograms	8.0E-4	cubic meters	Standard-Size	22.58	0.0	0.0181	2024-10	4.1	weeks	42.37	0.0	0.03	0.0	0.7672	0.0	EUR	0.7672	Others	N	N	0.0	--	0.0
B00BF6HWF4	X0023YYXQV	Rockford fosgate 0780687342470 - Altavoces r14x2	RMU1	ES	32.0	17.3	8.4	centimeters	1.41	kilograms	0.0047	cubic meters	Standard-Size	1.0	0.0	0.0047	2024-10	4.1	weeks	42.37	0.0	0.42	0.002	0.197	0.0	EUR	0.197	Others	N	N	0.0	--	0.0
B0C6G4B1Z4	X0023V7JFL	Hifonics TSA300R | Aktivsubwoofer 30cm mit Digital-Endstufe	RMU1	ES	49.2	44.6	43.0	centimeters	14.6	kilograms	0.0944	cubic meters	Oversize	0.1	0.0	0.0091	2024-10	4.2	weeks	27.5	0.0	0.1	0.0091	0.25	0.0	EUR	0.25	Others	N	N	0.0	--	0.0
B0C171KTZN	X0023F41GH	Andis TS-2 17255 Pro Foil - Afeitadora inalámbrica de aluminio de litio y titanio, sin cable, con cargador, color negro	RMU1	ES	27.2	13.3	9.1	centimeters	0.68	kilograms	0.0033	cubic meters	Standard-Size	0.03	0.0	1.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0045	0.0	EUR	0.0045	Others	N	N	0.0	--	0.0
B01ENCGDRE	X0023F3Y0B	Andis HSM ProFoil gris	RMU1	ES	26.3	11.5	9.1	centimeters	0.57	kilograms	0.0028	cubic meters	Standard-Size	0.03	0.0	1.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0038	0.0	EUR	0.0038	Others	N	N	0.0	--	0.0
B017Y3R882	X0023F0SYB	Andis SlimLIne Pro Li - Cortapelos	RMU1	ES	25.4	20.4	6.8	centimeters	0.58	kilograms	0.0035	cubic meters	Standard-Size	0.03	0.0	1.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0048	0.0	EUR	0.0048	Others	N	N	0.0	--	0.0
B002B5FSCC	X001H5LBJJ	Kerbl 18910 Schermesserset Constanta3 Rinder/Pferd Standard, 15/31 Zähne	NUE1	DE	14.8	9.6	1.3	centimeters	0.15	kilograms	2.0E-4	cubic meters	Standard-Size	0.42	0.0	1.0E-4	2024-10	4.1	weeks	42.37	0.0	0.23	0.0	0.003	0.0	EUR	0.003	Others	N	N	0.0	--	0.03
B07HRVTJYY	X001VFGTPV	Soundmaster UR230WE UKW-PLL Radio Radiowecker Wecker Naturklänge farbiges LED Nachtlicht Aufwachlicht Sonnenaufgang 2 Weckzeiten Wochenendfunktion	NUE1	DE	21.6	14.9	14.7	centimeters	0.68	kilograms	0.0047	cubic meters	Standard-Size	1.0	0.0	0.0047	2024-10	4.1	weeks	42.37	0.0	1.0	0.0047	0.2005	0.0	EUR	0.2005	Others	N	N	0.0	--	0.0
B071GRQBQR	X001W891UH	Arizer Solo 2 Carbon Schwarz Vaporizer	NUE1	DE	20.0	13.3	9.7	centimeters	0.96	kilograms	0.0026	cubic meters	Standard-Size	4.0	0.0	0.0097	2024-10	4.1	weeks	42.37	0.0	0.26	7.0E-4	0.4092	0.0	EUR	0.4092	Others	N	N	0.0	--	0.26
B00NZ3AI92	X001WUSUNT	Sauermann Minipumpe Kondensatablauf, Acrylnitril-Butadien-Styrol (ABS) Material: Metall Aus PVC, Grau, fino a 20 Kw	NUE1	DE	17.2	16.6	10.0	centimeters	0.48	kilograms	0.0029	cubic meters	Standard-Size	10.06	0.0	0.0287	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	1.2178	0.0	EUR	1.2178	Others	N	N	0.0	--	0.0
B00WRCNQVE	X001XD078V	Lovibond Phenol Red Photometer 250 pH Tablets	NUE1	DE	10.5	7.5	3.9	centimeters	0.06	kilograms	3.0E-4	cubic meters	Standard-Size	0.23	0.0	1.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0029	0.0	EUR	0.0029	Others	N	N	0.0	--	0.0
B0017VFPW4	X001YJ5SSX	Jung Pumpen JP00206 Tauchpumpe U 3 KS 0.32 kW, 4 m Kabel mit Schaltautomatik	NUE1	DE	30.1	22.2	22.0	centimeters	3.88	kilograms	0.0147	cubic meters	Standard-Size	8.48	0.0	0.1247	2024-10	4.1	weeks	42.37	0.0	0.1	0.0014	5.2863	0.0	EUR	5.2863	Others	N	N	0.0	--	0.0
B01MYE5KPS	X00203C53X	Reflecta Film Scanner Super 8 – Normal 8 | Film Digitalisieren in HD | Kein Computer Erforderlich | SD-Karten Speichermedium	NUE1	DE	34.6	22.2	16.0	centimeters	2.08	kilograms	0.0123	cubic meters	Standard-Size	0.16	0.0	0.002	2024-10	4.1	weeks	42.37	0.0	0.03	4.0E-4	0.084	0.0	EUR	0.084	Others	N	N	0.0	--	0.0
B075FB8V4S	X00203FBKR	Volcano Storz & Bickel Classic Verdampfer	NUE1	DE	26.6	25.6	24.9	centimeters	2.47	kilograms	0.017	cubic meters	Standard-Size	0.87	0.0	0.0126	2024-10	4.1	weeks	42.37	0.0	0.06	0.0011	0.5331	0.0	EUR	0.5331	Others	N	N	0.0	--	0.13
B0031MN31W	X0023BVREP	Jung Pumpen Pumpe U 6 K NIRO ES	NUE1	DE	41.5	29.69	25.69	centimeters	6.22	kilograms	0.0317	cubic meters	Standard-Size	0.48	0.0	0.0153	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.6491	0.0	EUR	0.6491	Others	N	N	0.0	--	0.0
B0C171KTZN	X0023F41GH	Andis TS-2 ProFoil Lithium Plus Titanfolie Rasierer Next Generation 2023 Jahr	NUE1	DE	27.2	13.3	9.1	centimeters	0.68	kilograms	0.0033	cubic meters	Standard-Size	0.19	0.0	6.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.027	0.0	EUR	0.027	Others	N	N	0.0	--	0.0
B0C6W8XT6C	X0025CDSFX	SINGER 4432 - Nähmaschine schwarz	NUE1	DE	45.01	35.51	22.3	centimeters	8.4	kilograms	0.0356	cubic meters	Oversize	0.13	0.0	0.0046	2024-10	4.2	weeks	27.5	0.0	0.0	0.0	0.13	0.0	EUR	0.13	Others	N	N	0.0	--	0.0
B0B2LQF334	X0025DRH3L	Oase CrystalSkim 350 Oberflächenskimmer	NUE1	DE	16.5	13.3	5.6	centimeters	0.4	kilograms	0.0012	cubic meters	Standard-Size	0.74	0.0	9.0E-4	2024-10	4.1	weeks	42.37	0.0	0.03	0.0	0.037	0.0	EUR	0.037	Others	N	N	0.0	--	0.03
B01AK5KUPO	X0016A43C7	DIRODAL S.R.L. CLEAN HANDS Mehrzweck-Set SINGLE - HYGIENE HÄNDE LEBENSMITTEL HANDSCHUHE MAGNETISCH BANK (transparent)	PAD1	DE	21.0	13.2	7.5	centimeters	0.21	kilograms	0.0021	cubic meters	Standard-Size	0.55	0.0	0.0011	2024-10	4.1	weeks	42.37	0.0	0.03	1.0E-4	0.0483	0.0	EUR	0.0483	Others	N	N	0.0	--	0.0
B08CTDW96M	X0017DQTU7	Clean Hands Doppel-Set Mehrzweck-Handschuhe mit Magnet, für Lebensmittelverarbeitung, Bäckereien, Lebensmittel, Fleisch und Fisch	PAD1	DE	20.6	13.3	7.4	centimeters	0.33	kilograms	0.002	cubic meters	Standard-Size	0.52	0.0	0.001	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0443	0.0	EUR	0.0443	Others	N	N	0.0	--	0.0
B0100YVVS0	X001A51DK3	ROTEN - Object 10 - Kniebandage für kurze orthopädische Arthrose - Kniebandage - elastische Kniebandage - M - Luxation	PAD1	DE	16.1	8.8	6.7	centimeters	0.07	kilograms	9.0E-4	cubic meters	Standard-Size	0.97	0.87	1.0E-4	2024-10	4.1	weeks	42.37	0.0	0.1	1.0E-4	0.0039	0.0	EUR	0.0039	Others	N	N	0.0	--	0.0
B0100YVVS0	X001A51DK3	ROTEN - Object 10 - Kniebandage für kurze orthopädische Arthrose - Kniebandage - elastische Kniebandage - M - Luxation	PAD1	DE	16.1	8.8	6.7	centimeters	0.07	kilograms	9.0E-4	cubic meters	Standard-Size	0.03	0.0	0.0	2024-10	4.1	weeks	42.37	0.0	0.03	0.0	0.0013	0.0	EUR	0.0013	Others	N	N	0.0	--	0.0
B002B5FSCC	X001H5LBJJ	Kerbl 18910 Schermesserset Constanta3 Rinder/Pferd Standard, 15/31 Zähne	PAD1	DE	14.8	9.6	1.3	centimeters	0.15	kilograms	2.0E-4	cubic meters	Standard-Size	1.74	0.0	3.0E-4	2024-10	4.1	weeks	42.37	0.0	0.23	0.0	0.0126	0.0	EUR	0.0126	Others	N	N	0.0	--	0.13
B00ZLOSTDU	X001JHJFBL	ROTEN Shouldfix II Schulter- und Armbandage mit Wegfahrsperre und abnehmbarer Ellbogentasche, rechts und links, für Schultern, Bauchfrakturen	PAD1	DE	33.2	20.5	7.9	centimeters	0.39	kilograms	0.0054	cubic meters	Standard-Size	0.42	0.0	0.0023	2024-10	4.1	weeks	42.37	0.0	0.13	7.0E-4	0.0956	0.0	EUR	0.0956	Others	N	N	0.0	--	0.0
B000LX4KRA	X001KIJ4QF	TheraBand Widerstandsband-Set, Professional Latex Elastic Bänder für Ober- und Unterkörper und Kerntraining, 1,5 m, Blau & Schwarz, Advanced	PAD1	DE	20.3	13.1	5.3	centimeters	0.18	kilograms	0.0014	cubic meters	Standard-Size	0.03	0.0	0.0	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0019	0.0	EUR	0.0019	Others	N	N	0.0	--	0.0
B000KGOMBC	X001KIMPD9	TheraBand Flexbar FlexBar - Flexibler Übungsstab - Effektives Rehabilitations- und Muskelaufbautraining für Ellenbogen und Handgelenke, Verschiedene Stärken Grün | Mittel, OneSize	PAD1	DE	35.1	5.2	5.1	centimeters	0.5	kilograms	9.0E-4	cubic meters	Standard-Size	2.45	0.0	0.0023	2024-10	4.1	weeks	42.37	0.0	0.26	2.0E-4	0.0954	0.0	EUR	0.0954	Others	N	N	0.0	--	0.03
B00ZUEUDKI	X001LBWEL3	RO+TEN Airstrong Bivalva Bandage mit aufblasbaren Luftpolstern	PAD1	DE	28.0	11.4	7.9	centimeters	0.31	kilograms	0.0025	cubic meters	Standard-Size	0.39	0.0	0.001	2024-10	4.1	weeks	42.37	0.0	0.03	1.0E-4	0.0414	0.0	EUR	0.0414	Others	N	N	0.0	--	0.0
B003BS34FG	X001NKJ0AP	Tragbare Mini Nähmaschine Singer Stitch Sew Quick – Ideal für schnelle Reparaturen zu Hause und unterwegs	PAD1	DE	22.7	13.8	5.4	centimeters	0.37	kilograms	0.0017	cubic meters	Standard-Size	0.06	0.0	1.0E-4	2024-10	4.1	weeks	42.37	0.0	0.06	1.0E-4	0.0046	0.0	EUR	0.0046	Others	N	N	0.0	--	0.0
B0BR8681CL	X001P1CPY5	RO+Zen | Equal 450 | Unterstützung mit niedrigem Stiefeletten | Orthopädische Schuhe für Damen und Herren | Knöchelstütze Verzerrung | Befestigungsgurt (S)	PAD1	DE	31.9	27.7	15.3	centimeters	0.74	kilograms	0.0135	cubic meters	Standard-Size	0.26	0.0	0.0035	2024-10	4.1	weeks	42.37	0.0	0.06	9.0E-4	0.1479	0.0	EUR	0.1479	Others	N	N	0.0	--	0.0
B0BR864LC1	X001P1MB0N	RO+Zen | Equal 450 | Unterstützung mit niedrigem Stiefeletten | Orthopädische Schuhe für Damen und Herren | Knöchelstütze Verzerrung | Befestigungsgurt (M)	PAD1	DE	34.0	31.3	17.1	centimeters	0.93	kilograms	0.0182	cubic meters	Standard-Size	0.13	0.0	0.0023	2024-10	4.1	weeks	42.37	0.0	0.03	6.0E-4	0.0995	0.0	EUR	0.0995	Others	N	N	0.0	--	0.0
B07HRVTJYY	X001VFGTPV	Soundmaster UR230WE UKW-PLL Radio Radiowecker Wecker Naturklänge farbiges LED Nachtlicht Aufwachlicht Sonnenaufgang 2 Weckzeiten Wochenendfunktion	PAD1	DE	21.6	14.9	14.7	centimeters	0.68	kilograms	0.0047	cubic meters	Standard-Size	1.0	0.0	0.0047	2024-10	4.1	weeks	42.37	0.0	1.0	0.0047	0.2005	0.0	EUR	0.2005	Others	N	N	0.0	--	0.0
B00FA2RLX2	X001WCWHRR	Sawyer Mini PointONE Wasserfilter Outdoor Notversorgung enfernt 100% Mikroplastik und 99,99999%* aller Bakterien (Blau)	PAD1	DE	18.1	13.1	6.6	centimeters	0.15	kilograms	0.0016	cubic meters	Standard-Size	1.26	0.0	0.002	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0834	0.0	EUR	0.0834	Others	N	N	0.0	--	0.0
B0100Y8AMA	X001WPI9KX	FGP Rasier – M. Step® bivalve Knöchelbandage Standard Modell	PAD1	DE	29.46	11.18	9.14	centimeters	0.4	kilograms	0.003	cubic meters	Standard-Size	0.03	0.0	1.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0041	0.0	EUR	0.0041	Others	N	N	0.0	--	0.0
B0BV7FS48D	X001X79K8Z	Dune HD Homatics Box R 4K Plus Android TV 11 | Media Player | Chromecast | Mini PC | Netflix in 4K Dolby Vision & Atmos | 4GB / 32GB, AV1, Wi-Fi 6, 1Gbit, ISO 4K DV P7 FEL MKV AFR | HDR10+ | DTS	PAD1	DE	16.8	16.7	9.3	centimeters	0.67	kilograms	0.0026	cubic meters	Standard-Size	0.13	0.0	3.0E-4	2024-10	4.1	weeks	42.37	0.0	0.13	3.0E-4	0.0143	0.0	EUR	0.0143	Others	N	N	0.0	--	0.0
B00WRCNQVE	X001XD078V	Lovibond Phenol Red Photometer 250 pH Tablets	PAD1	DE	10.5	7.5	3.9	centimeters	0.06	kilograms	3.0E-4	cubic meters	Standard-Size	1.0	0.0	3.0E-4	2024-10	4.1	weeks	42.37	0.0	0.61	2.0E-4	0.013	0.0	EUR	0.013	Others	N	N	0.0	--	0.0
B083XGW4DC	X001Y74HOV	Reflecta x33-Scan - Hochwertiger Diascanner und Negativscanner mit 15,3 MP CMOS-Sensor, 5" IPS-Display, automatische und manuelle Farbkorrektur, scannt 35mm Filme und Dias ohne PC	PAD1	DE	27.3	18.1	13.5	centimeters	0.77	kilograms	0.0067	cubic meters	Standard-Size	0.16	0.0	4.0E-4	2024-10	4.1	weeks	42.37	0.0	0.06	4.0E-4	0.0182	0.0	EUR	0.0182	Others	N	N	0.0	--	0.1
B087MZ1NB1	X001Y7B8R5	Reflecta 66043 Filmspule 8mm / Super 8 5 (127mm)	PAD1	DE	23.6	14.7	3.8	centimeters	0.04	kilograms	0.0013	cubic meters	Standard-Size	0.13	0.0	2.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0072	0.0	EUR	0.0072	Others	N	N	0.0	--	0.0
B01MYE5KPS	X001Y7CGLR	Reflecta Film Scanner Super 8 – Normal 8 | Film Digitalisieren in HD | Kein Computer Erforderlich | SD-Karten Speichermedium	PAD1	DE	34.6	22.2	16.0	centimeters	2.08	kilograms	0.0123	cubic meters	Standard-Size	0.03	0.0	4.0E-4	2024-10	4.1	weeks	42.37	0.0	0.03	4.0E-4	0.0168	0.0	EUR	0.0168	Others	N	N	0.0	--	0.0
B0017VFPW4	X001YJ5SSX	Jung Pumpen JP00206 Tauchpumpe U 3 KS 0.32 kW, 4 m Kabel mit Schaltautomatik	PAD1	DE	30.1	22.2	22.0	centimeters	3.88	kilograms	0.0147	cubic meters	Standard-Size	7.13	0.0	0.1043	2024-10	4.1	weeks	42.37	0.0	0.13	0.0019	4.4216	0.0	EUR	4.4216	Others	N	N	0.0	--	0.03
B09C22XGFD	X001YPDWET	Lupine C14 SP Rücklicht 45 Lumen für E-Bikes (Sattelstützen-Version)	PAD1	DE	8.0	8.0	1.5	centimeters	0.1	kilograms	1.0E-4	cubic meters	Standard-Size	4.29	0.0	4.0E-4	2024-10	4.1	weeks	42.37	0.0	0.29	0.0	0.0171	0.0	EUR	0.0171	Others	N	N	0.0	--	0.1
B00DVHTWMG	X001YPDWNP	Lupine 842 Batterie mit FastClick Kit, Mittel, Schwarz	PAD1	DE	15.0	5.2	3.39	centimeters	0.08	kilograms	3.0E-4	cubic meters	Standard-Size	0.35	0.0	1.0E-4	2024-10	4.1	weeks	42.37	0.0	0.23	1.0E-4	0.0025	0.0	EUR	0.0025	Others	N	N	0.0	--	0.13
B09C1RMR1Y	X001YY40ZF	Blaupunkt Frankfurt RCM 82 DAB,1-DIN Autoradio, DAB+, Bluetooth, AUX; USB, SD-Karteneingang, Lenkradfernbedienung, Freisprecheinrichtung, Equalizer, 200 Watt, schwarz	PAD1	DE	22.6	22.5	9.2	centimeters	1.25	kilograms	0.0047	cubic meters	Standard-Size	0.13	0.0	6.0E-4	2024-10	4.1	weeks	42.37	0.0	0.1	5.0E-4	0.0256	0.0	EUR	0.0256	Others	N	N	0.0	--	0.0
B0B3JTWF5M	X001YY57QB	Blaupunkt Skagen 400 DAB, 1-DIN Radio, Kurze Einbautiefe, DAB, Bluetooth, schwarz	PAD1	DE	22.5	22.4	9.4	centimeters	1.11	kilograms	0.0047	cubic meters	Standard-Size	0.03	0.0	2.0E-4	2024-10	4.1	weeks	42.37	0.0	0.03	2.0E-4	0.0065	0.0	EUR	0.0065	Others	N	N	0.0	--	0.0
B08S7MYYL7	X001YY5991	Blaupunkt Milano 200 BT, schwarz, 1-din	PAD1	DE	28.4	22.3	9.5	centimeters	1.6	kilograms	0.006	cubic meters	Standard-Size	0.06	0.0	4.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0165	0.0	EUR	0.0165	Others	N	N	0.0	--	0.0
B08S4596LQ	X001YY5AMR	Blaupunkt Barcelona 200 DAB BT	PAD1	DE	28.3	22.3	9.5	centimeters	1.61	kilograms	0.006	cubic meters	Standard-Size	0.1	0.0	6.0E-4	2024-10	4.1	weeks	42.37	0.0	0.03	2.0E-4	0.0246	0.0	EUR	0.0246	Others	N	N	0.0	--	0.0
B08S449JSH	X001YY5B7B	Blaupunkt Essen 200 DAB BT	PAD1	DE	28.4	22.1	9.4	centimeters	1.6	kilograms	0.0059	cubic meters	Standard-Size	0.35	0.0	0.0019	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0807	0.0	EUR	0.0807	Others	N	N	0.0	--	0.03
B07XVMBKW4	X001YY5D0L	Blaupunkt 2001018000000 Bremen SQR 46 DAB schwarz	PAD1	DE	22.6	22.5	9.7	centimeters	1.34	kilograms	0.0049	cubic meters	Standard-Size	0.06	0.0	3.0E-4	2024-10	4.1	weeks	42.37	0.0	0.03	2.0E-4	0.0135	0.0	EUR	0.0135	Others	N	N	0.0	--	0.0
B082VFRSL9	X001Z5ZGRT	Lupine C 14 E-Bike Rücklicht Ø34,9mm 2022 Fahrradbeleuchtung	PAD1	DE	11.1	8.0	6.7	centimeters	0.09	kilograms	6.0E-4	cubic meters	Standard-Size	0.16	0.0	1.0E-4	2024-10	4.1	weeks	42.37	0.0	0.03	0.0	0.0041	0.0	EUR	0.0041	Others	N	N	0.0	--	0.0
B092W77BCM	X001Z5ZJKX	Lupine SL Nano E-Bike Frontlicht mit Lenkerhalterung Ø31,8mm 2022 Fahrradbeleuchtung Schwarz water_resistant	PAD1	DE	14.99	11.0	6.99	centimeters	0.18	kilograms	0.0012	cubic meters	Standard-Size	1.52	0.0	0.0016	2024-10	4.1	weeks	42.37	0.0	0.26	3.0E-4	0.0661	0.0	EUR	0.0661	Others	N	N	0.0	--	0.16
B076F8C4GZ	X001Z631LB	Lupine Helmhalterung Piko/Blika Frontclick, Unisex, Erwachsene, Schwarz, glatt	PAD1	DE	20.0	12.0	1.0	centimeters	0.02	kilograms	2.0E-4	cubic meters	Standard-Size	0.97	0.0	2.0E-4	2024-10	4.1	weeks	42.37	0.0	0.26	1.0E-4	0.0098	0.0	EUR	0.0098	Others	N	N	0.0	--	0.0
B082VFD3S5	X001ZBHRCP	Lupine C 14 E-Bike Rücklicht Ø31,8mm 2022 Fahrradbeleuchtung	PAD1	DE	12.0	8.0	7.0	centimeters	0.1	kilograms	7.0E-4	cubic meters	Standard-Size	0.23	0.0	2.0E-4	2024-10	4.1	weeks	42.37	0.0	0.19	1.0E-4	0.0064	0.0	EUR	0.0064	Others	N	N	0.0	--	0.0
B0B5GS7VJP	X001ZHEFBZ	Lupine SL Mono Fahrradlampe 700 Lumen + 31,8 mm Schnellspanner	PAD1	DE	9.98	9.98	7.98	centimeters	0.26	kilograms	8.0E-4	cubic meters	Standard-Size	1.26	0.0	7.0E-4	2024-10	4.1	weeks	42.37	0.0	0.16	1.0E-4	0.0282	0.0	EUR	0.0282	Others	N	N	0.0	--	0.42
B074T19RVP	X001ZZB8Q7	Eckerle EE300 Tank-Kondensatpumpe – Geräuscharme Zentrifugalpumpe, 1,5 m Netzkabel, integriertes Rückschlagventil, kompakte Bauweise, max. Fördermenge 200 l/h, für Klimageräte bis 50 kW	PAD1	DE	24.0	17.0	12.0	centimeters	1.8	kilograms	0.0049	cubic meters	Standard-Size	0.1	0.0	5.0E-4	2024-10	4.1	weeks	42.37	0.0	0.0	0.0	0.0201	0.0	EUR	0.0201	Others	N	N	0.0	--	0.0
B0CGMFVNTK	X002056YAB	Blaupunkt BPA 1123 BT, 1-DIN Autoradio, FM-RDS, Bluetooth, Freisprecheinrichtung, 2xUSB, Aux-Eingang, Sub-Out, Multicolor, 200 Watt	PAD1	DE	20.8	15.5	8.4	centimeters	0.8	kilograms	0.0027	cubic meters	Standard-Size	0.1	0.0	2.0E-4	2024-10	4.1	weeks	42.37	0.0	0.06	2.0E-4	0.0074	0.0	EUR	0.0074	Others	N	N	0.0	--	0.03
B08R3YV55B	X002064WN1	EE400 NEO - Tank-Kondensatpumpe für Klimaanlagen, Heizungen uvm.	PAD1	DE	23.4	11.6	11.2	centimeters	1.67	kilograms	0.003	cubic meters	Standard-Size	0.06	0.0	2.0E-4	2024-10	4.1	weeks	42.37	0.0	0.03	1.0E-4	0.0083	0.0	EUR	0.0083	Others	N	N	0.0	--	0.0
