asin	fnsku	product_name	fulfillment_center	country_code	longest_side	median_side	shortest_side	measurement_units	weight	weight_units	item_volume	volume_units	product_size_tier	average_quantity_on_hand	average_quantity_pending_removal	estimated_total_item_volume	month_of_charge	storage_utilization_ratio	storage_utilization_ratio_units	base_rate	utilization_surcharge_rate	avg_qty_for_sus	est_vol_for_sus	est_base_msf	est_sus	currency	estimated_monthly_storage_fee	category	eligible_for_inventory_discount	qualifies_for_inventory_discount	total_incentive_fee_amount	breakdown_incentive_fee_amount	average_quantity_customer_orders
B01M0CF97N	X001LOJ4CR	Collistar Eyeliner Shock (Tonalità Bianco) - 0.4 ml.	BLQ1	IT	15.49	3.04	1.78	centimeters	0.02	kilograms	1.0E-4	cubic meters	Standard-Size	3.0	0.0	3.0E-4	2024-09	8.9	weeks	27.54	0.0	3.0	3.0E-4	0.0069	0.0	EUR	0.0069	Others	N	N	0.0	--	0.0
B075HNPMT4	X001LOMJ97	Collistar Rossetto Art Design, Rossetto Cremoso dal colore pieno e vibrante, Formula ricca di estratto di bacche rosse per un'azione anti-rughe e labbra rendendole piene e levigate, 3,5 ml	BLQ1	IT	8.0	2.79	2.6	centimeters	0.02	kilograms	1.0E-4	cubic meters	Standard-Size	1.0	0.0	1.0E-4	2024-09	8.9	weeks	27.54	0.0	1.0	1.0E-4	0.0016	0.0	EUR	0.0016	Others	N	N	0.0	--	0.0
B00PB9UTC4	X001LOMS6B	Collistar Rossetto Puro, n. 66 Nudo Elsa, Rossetto luminoso a lunga durata, Labbra Effetto lifting, Con aloe e acido ialuronico per un'azione idratante prolungata, 4.5 ml	BLQ1	IT	7.6	2.8	2.6	centimeters	0.02	kilograms	1.0E-4	cubic meters	Standard-Size	2.0	0.0	1.0E-4	2024-09	8.9	weeks	27.54	0.0	2.0	1.0E-4	0.0031	0.0	EUR	0.0031	Others	N	N	0.0	--	0.0
B004RODQWY	X001LXLEAN	Renbow Crazy Color Crema Colorante Vegetale per Capelli , Vermillion Red - 100 ml	BLQ1	IT	14.5	4.6	4.5	centimeters	0.11	kilograms	3.0E-4	cubic meters	Standard-Size	3.47	0.0	8.0E-4	2024-09	8.9	weeks	27.54	0.0	0.37	1.0E-4	0.0232	0.0	EUR	0.0232	Others	N	N	0.0	--	0.67
B07B68KFBN	X001OYHFX9	Collistar Rossetto (Tonalità 017) - 3.5 ml.	BLQ1	IT	11.8	6.0	2.2	centimeters	0.06	kilograms	2.0E-4	cubic meters	Standard-Size	1.0	0.0	2.0E-4	2024-09	8.9	weeks	27.54	0.0	1.0	2.0E-4	0.0043	0.0	EUR	0.0043	Others	N	N	0.0	--	0.0
B0BWTZ9B7L	X001QB03Q1	Spatola Silicone per Cucina e Impasti 6 Pezzi - Set Utensili Cucina Resistenti al Calore - Utensili da Cucina Antigraffio con Anima in Acciaio Certificati LFGB di Easyavant (Blu)	BLQ1	IT	27.7	9.8	2.9	centimeters	0.38	kilograms	8.0E-4	cubic meters	Standard-Size	4.3	0.0	0.0034	2024-09	8.9	weeks	27.54	0.0	4.3	0.0034	0.0933	0.0	EUR	0.0933	Others	N	N	0.0	--	0.0
B0BWV2YX99	X001QB03QB	Spatola Silicone per Cucina e Impasti 6 Pezzi - Set Utensili Cucina Resistenti al Calore - Utensili da Cucina Antigraffio con Anima in Acciaio Certificati LFGB di Easyavant (Nero)	BLQ1	IT	27.7	9.7	3.1	centimeters	0.39	kilograms	8.0E-4	cubic meters	Standard-Size	2.0	0.0	0.0017	2024-09	8.9	weeks	27.54	0.0	2.0	0.0017	0.0459	0.0	EUR	0.0459	Others	N	N	0.0	--	0.0
B01LX14HA5	X001SH39Y1	Pacco Da Due Tinte Semipermanenti Per Capelli Da 100ml Crazy Color (Nero)	BLQ1	IT	15.6	10.3	4.3	centimeters	0.22	kilograms	7.0E-4	cubic meters	Standard-Size	2.0	0.0	0.0014	2024-09	8.9	weeks	27.54	0.0	1.8	0.0012	0.0381	0.0	EUR	0.0381	Others	N	N	0.0	--	0.0
B0123HDPWM	X001SHDNRJ	2 x Crazy Color Semi Permanent Hair Colour Dyes by Renbow 100ml Cyclamen 41	BLQ1	IT	13.8	7.5	3.8	centimeters	0.25	kilograms	4.0E-4	cubic meters	Standard-Size	7.0	0.0	0.0027	2024-09	8.9	weeks	27.54	0.0	6.43	0.0025	0.0755	0.0	EUR	0.0755	Others	N	N	0.0	--	0.03
B000AWUC2O	X001XYEWM7	Renbow Crazy Color Emerald Green no. 53 Colorante semipermanente dei capelli	BLQ1	IT	13.7	3.7	3.5	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	3.37	0.0	6.0E-4	2024-09	8.9	weeks	27.54	0.0	0.37	1.0E-4	0.0157	0.0	EUR	0.0157	Others	N	N	0.0	--	0.2
B07GFP9XYX	X00209KBVP	FANOLA TINTURA 4.66	BLQ1	IT	19.2	5.2	3.4	centimeters	0.04	kilograms	3.0E-4	cubic meters	Standard-Size	2.0	0.0	7.0E-4	2024-09	8.9	weeks	27.54	0.0	2.0	7.0E-4	0.0187	0.0	EUR	0.0187	Others	N	N	0.0	--	0.0
B01LY0BXOD	X0020FD3RX	Crazy Color Colorazione semi-permanente colore vibrante 100ml (naturale nero - nero naturale)	BLQ1	IT	21.4	18.5	4.0	centimeters	0.24	kilograms	0.0016	cubic meters	Standard-Size	0.87	0.0	0.0014	2024-09	8.9	weeks	27.54	0.0	0.87	0.0014	0.0378	0.0	EUR	0.0378	Others	N	N	0.0	--	0.0
B07CYR8B1X	B07CYR8B1X	Set 4 CRAZY COLOR 53 EMERALD GREEN 100 Ml. Prodotti per capelli	FCO1	IT	20.8	10.8	10.4	centimeters	0.62	kilograms	0.0023	cubic meters	Standard-Size	0.73	0.2	0.0012	2024-09	8.9	weeks	27.54	0.0	0.53	0.0012	0.0342	0.0	EUR	0.0342	Others	N	N	0.0	--	0.0
B008JGL8LC	X001KGSP8Z	Crazy Color Crema Colorante Vegetale per Capelli , Candy Floss - 100 ml	FCO1	IT	21.2	15.8	3.6	centimeters	0.11	kilograms	0.0012	cubic meters	Standard-Size	0.2	0.0	2.0E-4	2024-09	8.9	weeks	27.54	0.0	0.1	1.0E-4	0.0055	0.0	EUR	0.0055	Others	N	N	0.0	--	0.03
B00692RC5Y	X001KGSVD9	Renbow Crazy Color No.41 Cyclamen Semi-Permanent Cream 100ml	FCO1	IT	16.0	5.3	3.9	centimeters	0.12	kilograms	3.0E-4	cubic meters	Standard-Size	0.07	0.0	0.0	2024-09	8.9	weeks	27.54	0.0	0.03	0.0	6.0E-4	0.0	EUR	6.0E-4	Others	N	N	0.0	--	0.0
B004RNAR6S	X001KGU3VR	Crazy colore colorazione Semipermanente, 44-Capri Blue - 100 ml	FCO1	IT	13.7	3.7	3.6	centimeters	0.11	kilograms	2.0E-4	cubic meters	Standard-Size	0.03	0.0	0.0	2024-09	8.9	weeks	27.54	0.0	0.03	0.0	2.0E-4	0.0	EUR	2.0E-4	Others	N	N	0.0	--	0.0
B004RNJ7SC	X001KGU8O9	Crazy Color Crema Colorante Vegetale per Capelli , Lavender - 100 ml	FCO1	IT	13.5	3.7	3.6	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	0.43	0.0	1.0E-4	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0021	0.0	EUR	0.0021	Others	N	N	0.0	--	0.0
B003UTAIPU	X001KGU9LL	Crazy Color Crema Colorante Vegetale per Capelli , Peacok Blue - 100 ml	FCO1	IT	13.7	3.7	3.5	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	0.1	0.0	0.0	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	5.0E-4	0.0	EUR	5.0E-4	Others	N	N	0.0	--	0.0
B002M3W182	X001KGU9WF	Crazy Color Crema Colorante Vegetale per Capelli , Orange n.60 – 100ml	FCO1	IT	13.7	3.7	3.5	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	0.03	0.0	0.0	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	2.0E-4	0.0	EUR	2.0E-4	Others	N	N	0.0	--	0.0
B07CYYQ2JD	X001KGVHZ3	Crazy Color Crema Colorante Semi-Permanente Rebel UV 100 ml	FCO1	IT	14.4	4.2	3.9	centimeters	0.1	kilograms	2.0E-4	cubic meters	Standard-Size	0.53	0.0	1.0E-4	2024-09	8.9	weeks	27.54	0.0	0.43	1.0E-4	0.0034	0.0	EUR	0.0034	Others	N	N	0.0	--	0.0
B007U4K414	X001KH5PD7	Renbow Crazy Color No.30 Black Semi-Permanent Cream 100ml	FCO1	IT	15.4	3.9	3.9	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	0.1	0.0	0.0	2024-09	8.9	weeks	27.54	0.0	0.03	0.0	4.0E-4	0.0	EUR	4.0E-4	Others	N	N	0.0	--	0.03
B003UTE2T8	X001KH6WCF	Crazy Color Coloration 27 Fugace Argent 100 ml	FCO1	IT	13.6	4.0	4.0	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	0.03	0.0	0.0	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	2.0E-4	0.0	EUR	2.0E-4	Others	N	N	0.0	--	0.0
B00G7RQXCY	X001KH799Z	Crazy Semi permanente per capelli, colore: nero, 100 ml, naturale	FCO1	IT	13.6	4.6	4.4	centimeters	0.12	kilograms	3.0E-4	cubic meters	Standard-Size	0.13	0.0	0.0	2024-09	8.9	weeks	27.54	0.0	0.07	0.0	0.001	0.0	EUR	0.001	Others	N	N	0.0	--	0.0
B002M3X7JY	X001KI1TVX	Crazy Color Crema Colorante Vegetale per Capelli, Sky Blue - 100 ml	FCO1	IT	13.5	3.8	3.7	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	3.0	0.0	6.0E-4	2024-09	8.9	weeks	27.54	0.0	3.0	6.0E-4	0.0156	0.0	EUR	0.0156	Others	N	N	0.0	--	0.0
B003UTEBM6	X001KI1UFD	Crazy Color Crema Colorante Vegetale per Capelli , Violette - 100 ml	FCO1	IT	13.7	3.8	3.7	centimeters	0.13	kilograms	2.0E-4	cubic meters	Standard-Size	0.7	0.0	1.0E-4	2024-09	8.9	weeks	27.54	0.0	0.13	0.0	0.0025	0.0	EUR	0.0025	Others	N	N	0.0	--	0.23
B002M3W038	X001KI3TNT	Crazy Color Hair Dye Renbow Crazy Color No.46 Pine Green Semi-Permanent Cream 100ml	FCO1	IT	13.7	3.7	3.5	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	0.3	0.0	0.0	2024-09	8.9	weeks	27.54	0.0	0.17	0.0	0.0013	0.0	EUR	0.0013	Others	N	N	0.0	--	0.03
B00SLNHWJ0	X001KI856Z	CRAZY COLOR 100 ML Lime Twist	FCO1	IT	13.5	3.8	3.6	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	2.17	0.0	4.0E-4	2024-09	8.9	weeks	27.54	0.0	0.37	1.0E-4	0.011	0.0	EUR	0.011	Others	N	N	0.0	--	0.0
B00QE22IF8	X001LGTLMN	Crazy Color Aubergine no 50, 100ml - crema colorante melanzana	FCO1	IT	13.6	3.9	3.8	centimeters	0.11	kilograms	2.0E-4	cubic meters	Standard-Size	0.77	0.0	2.0E-4	2024-09	8.9	weeks	27.54	0.0	0.4	1.0E-4	0.0042	0.0	EUR	0.0042	Others	N	N	0.0	--	0.0
B07Q45NJP1	X001LOHZKF	Collistar Rossetto - 41.5 g	FCO1	IT	11.9	5.1	2.7	centimeters	0.06	kilograms	2.0E-4	cubic meters	Standard-Size	1.0	0.0	2.0E-4	2024-09	8.9	weeks	27.54	0.0	1.0	2.0E-4	0.0045	0.0	EUR	0.0045	Others	N	N	0.0	--	0.0
B01M0CF97N	X001LOJ4CR	Collistar Eyeliner Shock (Tonalità Bianco) - 0.4 ml.	FCO1	IT	15.49	3.04	1.78	centimeters	0.02	kilograms	1.0E-4	cubic meters	Standard-Size	2.0	0.0	2.0E-4	2024-09	8.9	weeks	27.54	0.0	2.0	2.0E-4	0.0046	0.0	EUR	0.0046	Others	N	N	0.0	--	0.0
B00U2QACXM	X001LOJNZ5	Collistar Rossetto Art Design, n. 17 Viola orchidea, Rossetto cremoso dal colore pieno e vibrante, Formula con estratto di bacche rosse per un'azione anti-rughe e labbra piene e levigate, 3,5 ml	FCO1	IT	8.4	2.8	2.8	centimeters	0.02	kilograms	1.0E-4	cubic meters	Standard-Size	1.0	0.0	1.0E-4	2024-09	8.9	weeks	27.54	0.0	1.0	1.0E-4	0.0018	0.0	EUR	0.0018	Others	N	N	0.0	--	0.0
B00PB9UTC4	X001LOMS6B	Collistar Rossetto Puro, n. 66 Nudo Elsa, Rossetto luminoso a lunga durata, Labbra Effetto lifting, Con aloe e acido ialuronico per un'azione idratante prolungata, 4.5 ml	FCO1	IT	7.6	2.8	2.6	centimeters	0.02	kilograms	1.0E-4	cubic meters	Standard-Size	2.0	0.0	1.0E-4	2024-09	8.9	weeks	27.54	0.0	2.0	1.0E-4	0.003	0.0	EUR	0.003	Others	N	N	0.0	--	0.0
B004RODQWY	X001LXLEAN	Renbow Crazy Color Crema Colorante Vegetale per Capelli , Vermillion Red - 100 ml	FCO1	IT	14.5	4.6	4.5	centimeters	0.11	kilograms	3.0E-4	cubic meters	Standard-Size	1.0	0.0	3.0E-4	2024-09	8.9	weeks	27.54	0.0	0.37	1.0E-4	0.0082	0.0	EUR	0.0082	Others	N	N	0.0	--	0.0
B07B68KFBN	X001OYHFX9	Collistar Rossetto (Tonalità 017) - 3.5 ml.	FCO1	IT	11.8	6.0	2.2	centimeters	0.06	kilograms	2.0E-4	cubic meters	Standard-Size	0.73	0.2	1.0E-4	2024-09	8.9	weeks	27.54	0.0	0.53	1.0E-4	0.0023	0.0	EUR	0.0023	Others	N	N	0.0	--	0.0
B0BWV2YX99	X001QB03QB	Spatola Silicone per Cucina e Impasti 6 Pezzi - Set Utensili Cucina Resistenti al Calore - Utensili da Cucina Antigraffio con Anima in Acciaio Certificati LFGB di Easyavant (Nero)	FCO1	IT	27.7	9.7	3.1	centimeters	0.39	kilograms	8.0E-4	cubic meters	Standard-Size	5.0	0.0	0.0042	2024-09	8.9	weeks	27.54	0.0	5.0	0.0042	0.1142	0.0	EUR	0.1142	Others	N	N	0.0	--	0.0
B0BWTYXGP1	X001QB0MML	Spatola Silicone per Cucina e Impasti 6 Pezzi - Set Utensili Cucina Resistenti al Calore - Utensili da Cucina Antigraffio con Anima in Acciaio Certificati LFGB di Easyavant (Rosso)	FCO1	IT	27.0	9.5	3.0	centimeters	0.4	kilograms	8.0E-4	cubic meters	Standard-Size	13.0	0.0	0.01	2024-09	8.9	weeks	27.54	0.0	13.0	0.01	0.2743	0.0	EUR	0.2743	Others	N	N	0.0	--	0.0
B01LX14HA5	X001SH39Y1	Pacco Da Due Tinte Semipermanenti Per Capelli Da 100ml Crazy Color (Nero)	FCO1	IT	15.6	10.3	4.3	centimeters	0.22	kilograms	7.0E-4	cubic meters	Standard-Size	0.37	0.0	3.0E-4	2024-09	8.9	weeks	27.54	0.0	0.37	3.0E-4	0.0069	0.0	EUR	0.0069	Others	N	N	0.0	--	0.0
B000AWUC2O	X001XYEWM7	Renbow Crazy Color Emerald Green no. 53 Colorante semipermanente dei capelli	FCO1	IT	13.7	3.7	3.5	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	0.33	0.0	1.0E-4	2024-09	8.9	weeks	27.54	0.0	0.1	0.0	0.0016	0.0	EUR	0.0016	Others	N	N	0.0	--	0.0
B07GFP9XYX	X00209KBVP	FANOLA TINTURA 4.66	FCO1	IT	19.2	5.2	3.4	centimeters	0.04	kilograms	3.0E-4	cubic meters	Standard-Size	1.0	0.0	3.0E-4	2024-09	8.9	weeks	27.54	0.0	1.0	3.0E-4	0.0093	0.0	EUR	0.0093	Others	N	N	0.0	--	0.0
B01LY0BXOD	X0020FD3RX	Crazy Color Colorazione semi-permanente colore vibrante 100ml (naturale nero - nero naturale)	FCO1	IT	21.4	18.5	4.0	centimeters	0.24	kilograms	0.0016	cubic meters	Standard-Size	0.3	0.0	5.0E-4	2024-09	8.9	weeks	27.54	0.0	0.3	5.0E-4	0.013	0.0	EUR	0.013	Others	N	N	0.0	--	0.0
B071JV26GH	X0022HWMUN	GeForce GT 1030 PH OC 2 GB GDDR5	FCO1	IT	30.48	22.1	5.59	centimeters	0.62	kilograms	0.0038	cubic meters	Standard-Size	1.0	0.0	0.0038	2024-09	8.9	weeks	27.54	0.0	1.0	0.0038	0.1032	0.0	EUR	0.1032	Others	N	N	0.0	--	0.0
B01ETHBPYY	B01ETHBPYY	2 x Crazy Color Semi Permanent Hair Colour Dyes by Renbow 100ml Pinkissimo 42	MXP5	IT	16.7	10.0	5.0	centimeters	0.24	kilograms	8.0E-4	cubic meters	Standard-Size	1.03	0.0	8.0E-4	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.023	0.0	EUR	0.023	Others	N	N	0.0	--	0.03
B0744QZJ2M	B0744QZJ2M	Pacco Da Due Tinte Semipermanenti Per Capelli Da 100ml Crazy Color (Bordeaux Red)	MXP5	IT	21.2	15.8	5.8	centimeters	0.23	kilograms	0.0019	cubic meters	Standard-Size	1.0	0.0	0.0019	2024-09	8.9	weeks	27.54	0.0	1.0	0.0019	0.0535	0.0	EUR	0.0535	Others	N	N	0.0	--	0.0
B07CYR8B1X	B07CYR8B1X	Set 4 CRAZY COLOR 53 EMERALD GREEN 100 Ml. Prodotti per capelli	MXP5	IT	20.8	10.8	10.4	centimeters	0.62	kilograms	0.0023	cubic meters	Standard-Size	3.1	0.0	0.0072	2024-09	8.9	weeks	27.54	0.0	3.1	0.0072	0.1996	0.0	EUR	0.1996	Others	N	N	0.0	--	0.0
B01CK435JQ	X001KFGMLD	Collistar Stick Solare Massima Protezione SPF 50+, protettivo per zone più vulnerabili, nei, macchie, cicatrici e tatuaggi, Adatto per pelli sensibili e bambini, 8 ml	MXP5	IT	9.1	4.1	2.7	centimeters	0.03	kilograms	1.0E-4	cubic meters	Standard-Size	1.73	0.47	1.0E-4	2024-09	8.9	weeks	27.54	0.0	1.27	1.0E-4	0.0035	0.0	EUR	0.0035	Others	N	N	0.0	--	0.0
B004ROHM9C	X001KGRV9J	Renbow Crazy Color Crema Colorante Vegetale per Capelli , Pinkissimo - 100 ml, no.42	MXP5	IT	15.1	4.1	3.9	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	3.7	0.0	9.0E-4	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0246	0.0	EUR	0.0246	Others	N	N	0.0	--	0.0
B004S0UY4U	X001KGRVQH	Crazy Color Crema Colorante Semipermanente per Capelli, Hot Purple,100 ml	MXP5	IT	13.5	5.0	3.8	centimeters	0.12	kilograms	3.0E-4	cubic meters	Standard-Size	7.4	0.0	0.0019	2024-09	8.9	weeks	27.54	0.0	0.27	1.0E-4	0.0523	0.0	EUR	0.0523	Others	N	N	0.0	--	0.0
B00SLN0O4U	X001KGRZ77	CRAZY COLOR 100 ML Blue Jade	MXP5	IT	13.7	3.9	3.6	centimeters	0.11	kilograms	2.0E-4	cubic meters	Standard-Size	10.73	0.0	0.0021	2024-09	8.9	weeks	27.54	0.0	10.73	0.0021	0.0569	0.0	EUR	0.0569	Others	N	N	0.0	--	0.0
B008JGL8LC	X001KGSP8Z	Crazy Color Crema Colorante Vegetale per Capelli , Candy Floss - 100 ml	MXP5	IT	21.2	15.8	3.6	centimeters	0.11	kilograms	0.0012	cubic meters	Standard-Size	7.2	0.0	0.0087	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.2392	0.0	EUR	0.2392	Others	N	N	0.0	--	0.0
B00SLNIWIK	X001KGST7H	CRAZY COLOR 100 ML Ruby Rouge	MXP5	IT	14.0	4.0	3.5	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	6.5	0.0	0.0013	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0351	0.0	EUR	0.0351	Others	N	N	0.0	--	0.0
B00692RC5Y	X001KGSVD9	Renbow Crazy Color No.41 Cyclamen Semi-Permanent Cream 100ml	MXP5	IT	16.0	5.3	3.9	centimeters	0.12	kilograms	3.0E-4	cubic meters	Standard-Size	3.93	0.0	0.0013	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0359	0.0	EUR	0.0359	Others	N	N	0.0	--	0.0
B07CYZ3R84	X001KGTLK1	Crazy Color GO TOXIC UV crema colorante per capelli semipermanente, 100 ml (confezione da 1)	MXP5	IT	15.4	13.6	3.6	centimeters	0.12	kilograms	8.0E-4	cubic meters	Standard-Size	5.77	0.0	0.0043	2024-09	8.9	weeks	27.54	0.0	0.07	1.0E-4	0.1184	0.0	EUR	0.1184	Others	N	N	0.0	--	0.07
B004RNAR6S	X001KGU3VR	Crazy colore colorazione Semipermanente, 44-Capri Blue - 100 ml	MXP5	IT	13.7	3.7	3.6	centimeters	0.11	kilograms	2.0E-4	cubic meters	Standard-Size	3.13	0.0	6.0E-4	2024-09	8.9	weeks	27.54	0.0	0.03	0.0	0.0158	0.0	EUR	0.0158	Others	N	N	0.0	--	0.0
B004RNJ7SC	X001KGU8O9	Crazy Color Crema Colorante Vegetale per Capelli , Lavender - 100 ml	MXP5	IT	13.5	3.7	3.6	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	2.83	0.0	5.0E-4	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.014	0.0	EUR	0.014	Others	N	N	0.0	--	0.0
B003UTAIPU	X001KGU9LL	Crazy Color Crema Colorante Vegetale per Capelli , Peacok Blue - 100 ml	MXP5	IT	13.7	3.7	3.5	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	2.93	0.0	5.0E-4	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0143	0.0	EUR	0.0143	Others	N	N	0.0	--	0.0
B002M3W182	X001KGU9WF	Crazy Color Crema Colorante Vegetale per Capelli , Orange n.60 – 100ml	MXP5	IT	13.7	3.7	3.5	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	6.73	0.0	0.0012	2024-09	8.9	weeks	27.54	0.0	0.03	0.0	0.0329	0.0	EUR	0.0329	Others	N	N	0.0	--	0.0
B01EJUFPCO	X001KGVH3F	Crazy Color - Crema Colorante Vegetale per Capelli, Numero 71, Peppermint - 100 ml	MXP5	IT	13.9	5.2	4.0	centimeters	0.11	kilograms	3.0E-4	cubic meters	Standard-Size	5.0	0.0	0.0014	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0398	0.0	EUR	0.0398	Others	N	N	0.0	--	0.0
B07CYYQ2JD	X001KGVHZ3	Crazy Color Crema Colorante Semi-Permanente Rebel UV 100 ml	MXP5	IT	14.4	4.2	3.9	centimeters	0.1	kilograms	2.0E-4	cubic meters	Standard-Size	6.1	0.0	0.0014	2024-09	8.9	weeks	27.54	0.0	0.03	0.0	0.0397	0.0	EUR	0.0397	Others	N	N	0.0	--	0.0
B007U4K414	X001KH5PD7	Renbow Crazy Color No.30 Black Semi-Permanent Cream 100ml	MXP5	IT	15.4	3.9	3.9	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	6.47	0.0	0.0015	2024-09	8.9	weeks	27.54	0.0	0.07	0.0	0.0405	0.0	EUR	0.0405	Others	N	N	0.0	--	0.2
B003UTE2T8	X001KH6WCF	Crazy Color Coloration 27 Fugace Argent 100 ml	MXP5	IT	13.6	4.0	4.0	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	5.5	0.0	0.0012	2024-09	8.9	weeks	27.54	0.0	1.0	2.0E-4	0.032	0.0	EUR	0.032	Others	N	N	0.0	--	0.17
B00G7RQXCY	X001KH799Z	Crazy Semi permanente per capelli, colore: nero, 100 ml, naturale	MXP5	IT	13.6	4.6	4.4	centimeters	0.12	kilograms	3.0E-4	cubic meters	Standard-Size	2.8	0.0	8.0E-4	2024-09	8.9	weeks	27.54	0.0	0.13	0.0	0.0212	0.0	EUR	0.0212	Others	N	N	0.0	--	0.0
B00692RAY2	X001KH833L	Renbow Crazy Color No.51 Bordeaux Semi-Permanent Cream 100ml	MXP5	IT	13.7	3.9	3.5	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	6.9	0.0	0.0013	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0356	0.0	EUR	0.0356	Others	N	N	0.0	--	0.0
B0714QHYQY	X001KH88MR	Crazy Color Crema Colorante Vegetale per Capelli , Rose Gold - 100 ml	MXP5	IT	13.8	5.2	3.9	centimeters	0.11	kilograms	3.0E-4	cubic meters	Standard-Size	6.43	0.0	0.0018	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0496	0.0	EUR	0.0496	Others	N	N	0.0	--	0.0
B0056TY0H4	X001KH9T6L	Renbow Crazy Color No.57 Coral Red Semi-Permanent Cream 100ml	MXP5	IT	13.9	3.8	3.7	centimeters	0.11	kilograms	2.0E-4	cubic meters	Standard-Size	4.97	0.0	0.001	2024-09	8.9	weeks	27.54	0.0	0.6	1.0E-4	0.0268	0.0	EUR	0.0268	Others	N	N	0.0	--	0.0
B003UTEBM6	X001KI1UFD	Crazy Color Crema Colorante Vegetale per Capelli , Violette - 100 ml	MXP5	IT	13.7	3.8	3.7	centimeters	0.13	kilograms	2.0E-4	cubic meters	Standard-Size	1.97	0.0	4.0E-4	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0103	0.0	EUR	0.0103	Others	N	N	0.0	--	0.03
B002M3W038	X001KI3TNT	Crazy Color Hair Dye Renbow Crazy Color No.46 Pine Green Semi-Permanent Cream 100ml	MXP5	IT	13.7	3.7	3.5	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	8.53	0.0	0.0015	2024-09	8.9	weeks	27.54	0.0	0.03	0.0	0.0417	0.0	EUR	0.0417	Others	N	N	0.0	--	0.0
B003UTG9QC	X001KI4OJ7	Renbow Crazy Color No.55 Lilac Semi-Permanent Cream 100ml	MXP5	IT	14.4	4.2	4.0	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	1.33	0.0	3.0E-4	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0089	0.0	EUR	0.0089	Others	N	N	0.0	--	0.0
B007SNEWZG	X001KI68X7	Crazy colore Bubblegum Blue 63 colorazione Semipermanente - 100 ml	MXP5	IT	13.6	3.8	3.7	centimeters	0.11	kilograms	2.0E-4	cubic meters	Standard-Size	0.7	0.0	1.0E-4	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0037	0.0	EUR	0.0037	Others	N	N	0.0	--	0.0
B00SLNHWJ0	X001KI856Z	CRAZY COLOR 100 ML Lime Twist	MXP5	IT	13.5	3.8	3.6	centimeters	0.12	kilograms	2.0E-4	cubic meters	Standard-Size	3.8	0.0	7.0E-4	2024-09	8.9	weeks	27.54	0.0	0.17	0.0	0.0193	0.0	EUR	0.0193	Others	N	N	0.0	--	0.0
B01M0XS8IT	X001LGTHKJ	Pacco Da Due Tinte Semipermanenti Per Capelli Da 100ml Crazy Color (Capri Blue)	MXP5	IT	15.9	7.7	4.6	centimeters	0.23	kilograms	6.0E-4	cubic meters	Standard-Size	1.07	0.0	6.0E-4	2024-09	8.9	weeks	27.54	0.0	0.0	0.0	0.0166	0.0	EUR	0.0166	Others	N	N	0.0	--	0.0
B00QE22IF8	X001LGTLMN	Crazy Color Aubergine no 50, 100ml - crema colorante melanzana	MXP5	IT	13.6	3.9	3.8	centimeters	0.11	kilograms	2.0E-4	cubic meters	Standard-Size	0.8	0.0	2.0E-4	2024-09	8.9	weeks	27.54	0.0	0.43	1.0E-4	0.0044	0.0	EUR	0.0044	Others	N	N	0.0	--	0.0
